N,P,K,pH,temperature,humidity,rainfall,crop,fertilizer,quantity
71,16,44,7.8,35.83,52.65,1452.7,4,1,57.3
156,38,106,7.09,36.98,57.03,1963.84,6,1,0.40000000000000036
110,81,46,8.38,35.7,59.91,2366.45,6,6,25.3
27,13,49,7.36,28.27,67.65,1509.6,1,5,69.4
127,25,25,8.2,27.89,30.23,930.4,5,1,45.4
105,89,57,6.57,36.73,45.39,2703.07,5,1,20.0
37,84,27,4.97,22.19,40.22,2707.45,2,5,53.9
139,68,27,6.61,11.87,72.63,2719.54,3,2,28.1
68,50,23,5.01,24.11,79.94,963.77,5,2,56.39999999999999
30,69,105,6.87,26.61,73.55,1083.29,0,5,29.299999999999997
136,84,85,6.43,26.48,88.48,2772.63,0,5,1.0
149,78,51,6.99,14.77,34.63,552.19,5,3,12.500000000000002
72,67,11,4.54,33.5,57.89,2036.47,2,2,54.9
111,85,62,5.28,31.96,83.96,1018.49,0,0,17.4
25,49,99,6.47,16.9,49.15,2219.66,2,5,39.199999999999996
119,67,96,8.3,26.54,78.14,2534.26,0,6,6.799999999999999
31,70,69,6.03,33.71,63.7,1342.72,5,5,43.099999999999994
140,54,44,6.2,10.23,88.71,623.24,6,4,25.200000000000003
146,86,73,7.36,18.25,52.26,2250.26,6,2,2.2
56,57,42,6.92,24.16,55.03,356.04,4,5,50.300000000000004
144,20,50,5.7,35.35,39.83,241.98,4,1,31.8
27,65,72,6.14,33.97,39.58,2656.13,5,5,44.6
139,32,98,5.37,14.53,81.66,2487.06,2,1,10.5
135,86,13,8.36,23.88,54.44,1829.47,3,2,29.5
50,42,30,5.02,19.14,67.23,2063.05,3,5,61.4
158,61,13,5.99,22.04,75.14,2867.29,1,2,30.1
35,37,104,4.6,26.22,56.29,375.75,2,5,37.8
49,13,65,5.39,24.98,87.23,806.46,6,5,56.39999999999999
58,60,88,7.62,14.25,86.29,2241.77,1,5,30.399999999999995
63,19,13,5.3,13.65,70.81,939.3,0,1,71.2
135,61,13,4.82,13.91,89.71,780.34,5,2,37.0
56,81,117,6.4,35.24,30.16,1438.17,4,5,13.099999999999998
111,18,12,4.54,10.6,30.56,2226.35,4,1,57.5
38,27,64,4.84,16.07,34.05,789.46,1,5,55.9
119,75,78,7.73,38.68,86.61,1402.73,5,3,11.6
158,49,92,7.59,11.98,66.29,1652.69,1,3,2.099999999999998
88,75,111,8.16,11.09,85.66,682.23,6,6,7.6999999999999975
149,31,41,7.92,21.62,37.63,1535.01,0,1,30.6
44,89,67,7.23,14.54,31.92,2624.45,2,5,34.3
134,83,82,4.71,26.97,62.6,2288.98,3,0,3.0999999999999996
109,43,76,7.63,20.16,40.51,1609.65,3,4,25.0
49,57,43,7.88,16.27,81.59,550.79,1,5,52.0
36,25,72,7.7,39.96,55.22,265.4,1,5,53.9
104,58,98,6.53,20.23,76.23,388.28,1,5,13.2
130,72,19,5.43,29.23,60.99,2300.61,3,2,32.800000000000004
111,49,41,7.88,36.22,61.72,2172.24,4,6,36.6
95,65,14,7.41,37.67,70.91,2288.98,4,2,47.400000000000006
59,86,38,8.42,22.3,50.13,1060.19,5,5,42.3
153,57,16,5.12,39.28,86.93,451.79,3,2,31.6
107,46,24,5.4,31.74,54.02,2200.13,4,2,45.5
130,21,11,5.35,27.5,53.88,2782.91,6,1,51.3
74,88,19,7.67,30.8,72.45,1466.14,2,2,44.800000000000004
111,41,20,5.25,20.8,68.18,2340.08,1,2,47.4
132,32,62,4.77,22.73,89.75,2238.61,2,1,26.999999999999996
27,83,65,8.49,27.59,81.01,2590.34,0,5,42.0
27,81,49,4.6,19.81,47.08,279.46,0,5,49.0
88,30,67,7.84,33.06,36.09,2874.85,4,1,38.8
62,84,94,5.96,17.53,36.4,2623.0,3,1,19.599999999999998
117,21,85,7.87,33.9,51.7,2654.14,2,1,25.6
69,58,77,6.72,14.56,58.63,2989.79,6,3,32.1
23,56,101,8.11,16.52,68.23,1990.53,2,5,36.9
127,71,102,8.2,32.59,81.46,428.69,0,6,0.7999999999999989
55,47,86,4.54,17.89,89.37,2503.83,0,5,36.0
152,35,91,4.8,33.86,54.52,577.65,4,1,8.5
38,49,36,5.5,33.52,62.73,2266.1,3,5,60.5
129,25,12,7.18,17.72,66.04,1387.27,0,1,50.0
33,28,108,8.05,12.19,63.51,218.52,5,5,39.5
67,59,48,6.34,14.99,35.42,1420.18,6,1,44.0
91,65,31,6.93,32.58,36.9,2430.66,1,2,41.8
123,38,90,5.25,35.41,83.33,444.72,5,1,16.7
94,47,101,7.72,21.49,70.54,206.19,3,2,18.300000000000004
127,70,70,8.37,14.93,70.73,1467.73,2,6,13.899999999999999
129,45,47,5.57,12.26,78.89,204.19,1,4,30.0
101,19,25,6.48,16.47,35.05,2817.27,5,1,55.0
82,56,78,4.84,39.39,54.93,2509.61,2,0,28.4
74,53,95,6.74,15.11,44.8,1964.33,1,3,24.9
51,71,26,6.51,12.59,69.65,248.49,3,5,54.0
128,16,70,5.08,33.56,42.9,1795.5,6,1,29.799999999999997
104,78,84,6.27,28.46,71.53,2079.04,2,6,12.799999999999999
131,28,95,5.84,26.04,53.27,1844.85,6,1,15.3
125,42,53,6.59,23.44,56.36,2851.3,2,0,29.7
76,33,53,6.84,31.06,79.08,2527.76,5,1,47.099999999999994
63,32,109,4.53,30.95,50.89,1222.26,4,1,28.9
111,62,50,7.54,22.73,45.4,2145.44,5,6,29.099999999999998
157,30,119,7.35,17.03,81.02,1491.21,3,1,0.0
131,46,117,5.97,35.24,71.12,2799.37,3,3,1.0999999999999979
159,58,115,4.71,14.94,54.23,1930.75,2,0,0.0
150,34,113,7.52,26.02,59.91,1829.8,4,1,0.5999999999999979
84,48,64,8.32,30.78,50.87,1601.95,6,6,35.8
120,39,12,5.46,29.17,63.07,1257.67,5,1,48.5
59,52,100,5.79,28.56,38.32,614.56,2,5,27.700000000000003
121,87,118,5.24,29.88,83.31,967.01,3,0,0.0
49,63,22,6.81,36.27,63.24,1131.0,3,5,58.6
124,41,86,5.12,20.96,53.12,631.25,2,0,17.1
62,58,60,5.92,28.82,64.3,2475.6,1,3,41.0
110,11,63,7.29,30.91,39.67,206.21,1,1,39.5
49,56,103,6.74,27.71,34.71,2764.16,6,5,28.299999999999997
60,32,27,6.05,37.09,62.89,559.19,5,1,62.6
63,15,49,6.18,29.64,34.23,342.71,1,1,57.99999999999999
56,50,106,6.75,22.73,69.65,2986.52,1,5,26.800000000000004
136,51,90,4.52,35.37,78.01,2999.43,6,0,8.899999999999999
153,62,114,4.81,24.69,89.3,736.92,6,0,0.0
102,81,19,8.03,25.9,76.15,574.63,4,2,38.5
143,48,50,4.81,27.47,88.45,753.77,3,0,23.7
20,19,53,7.33,19.68,31.33,1631.71,3,5,68.1
29,59,97,8.18,31.68,63.53,1099.31,6,5,35.8
45,84,115,5.58,12.94,39.88,1141.83,6,5,16.3
83,17,102,5.98,36.07,44.71,2466.8,0,1,30.2
87,10,17,6.78,32.64,74.07,2692.54,2,1,65.1
37,81,45,8.03,20.61,45.17,2915.53,2,5,47.6
102,78,65,8.27,16.79,40.79,1641.27,2,6,21.0
129,10,23,7.46,21.64,52.31,889.18,1,1,50.1
109,76,38,4.85,34.15,35.0,1753.77,0,2,30.299999999999997
39,36,16,7.18,10.95,38.79,2638.94,3,5,72.1
140,70,98,6.14,24.04,38.79,286.55,6,3,0.0
81,57,51,6.38,17.62,43.56,2751.48,4,5,39.2
94,32,39,4.7,36.25,82.24,834.33,2,1,47.6
44,53,101,5.26,22.42,47.71,1069.41,3,5,31.5
143,49,83,7.66,30.94,46.43,1219.35,6,5,10.2
102,20,56,6.32,20.74,37.56,2758.53,2,1,42.0
115,20,43,5.71,19.89,30.97,692.79,3,1,43.3
84,40,71,6.04,19.78,39.62,824.43,0,0,35.4
86,69,25,7.92,30.35,73.38,2247.09,5,2,44.5
77,64,83,7.5,38.93,88.19,2817.13,6,6,25.5
59,33,38,5.59,16.24,74.63,493.26,1,5,58.2
119,71,24,4.97,29.32,81.19,1662.3,5,2,34.4
155,28,101,5.51,17.96,77.2,2760.49,4,1,5.699999999999999
122,49,60,8.18,26.48,47.76,2681.05,6,6,25.7
81,26,65,6.83,26.25,73.87,2855.68,3,1,42.9
27,59,97,6.63,23.5,75.04,2725.89,2,5,36.39999999999999
44,21,51,6.89,24.96,45.51,1081.17,5,5,61.1
99,24,29,5.96,36.41,85.24,782.43,5,1,52.5
91,48,56,7.73,12.66,89.88,2724.13,5,4,36.9
82,22,73,6.59,34.91,63.68,2193.47,2,1,40.599999999999994
94,28,102,4.97,23.87,49.0,1259.86,6,1,23.599999999999998
26,82,11,5.02,20.01,51.46,2196.22,1,5,64.19999999999999
117,66,119,6.65,15.31,64.95,1060.14,1,2,0.0
104,69,41,8.25,34.44,30.47,1827.76,5,6,32.7
88,65,63,5.73,27.76,48.5,853.33,5,3,29.9
69,34,51,7.98,31.85,32.94,1772.88,2,1,49.7
141,13,39,7.56,19.45,67.45,2784.85,6,1,39.2
36,61,18,5.49,21.79,66.24,2360.03,0,5,64.7
25,16,28,4.65,37.41,65.46,2036.98,2,5,77.5
128,77,15,4.91,38.84,39.06,888.84,4,2,33.5
94,79,81,7.41,32.2,86.67,377.43,5,3,16.700000000000003
101,54,107,5.3,32.48,62.05,2189.6,4,0,11.7
57,18,67,5.99,30.83,63.35,1813.07,1,5,51.7
82,18,10,6.51,27.62,62.66,795.29,3,1,67.0
147,12,22,7.4,27.85,61.46,2817.33,2,1,44.5
159,86,15,4.95,38.91,86.31,1745.65,5,2,21.5
22,72,108,6.13,32.53,66.12,1801.2,1,5,29.599999999999994
106,11,38,6.44,29.66,59.11,1036.53,5,1,50.7
140,40,75,6.66,15.67,75.99,2662.28,2,3,17.0
152,47,83,7.77,39.31,45.09,2695.89,0,3,8.100000000000001
48,16,40,5.19,25.61,41.52,2202.41,2,5,65.8
117,19,81,7.73,38.31,56.35,477.97,1,1,27.800000000000004
127,86,50,7.27,31.41,30.94,436.28,0,2,17.1
152,68,48,6.72,11.2,47.61,1514.26,0,4,15.8
122,10,66,7.3,26.17,55.2,597.91,3,1,35.0
51,46,37,6.15,36.78,64.72,1129.38,6,5,57.099999999999994
152,34,40,5.05,11.55,62.59,679.76,3,1,29.2
54,75,22,7.16,36.0,52.04,1068.32,3,5,53.5
121,85,80,6.6,28.4,50.6,2840.16,2,6,7.199999999999999
99,14,60,7.06,11.34,30.08,2309.42,6,1,43.1
118,65,74,5.85,21.21,82.87,587.26,6,2,16.5
107,88,54,8.13,10.91,43.88,2072.96,6,6,20.9
152,51,117,6.85,10.05,51.48,285.42,3,2,0.0
28,73,62,4.84,36.89,31.22,2954.15,1,5,45.900000000000006
151,58,66,6.3,32.46,87.41,1688.75,1,3,11.9
52,55,35,7.53,18.68,59.67,1615.16,5,5,54.9
110,80,119,7.68,13.41,31.4,872.94,3,6,0.0
30,11,25,6.48,11.63,45.07,1481.93,6,5,78.7
88,76,21,8.08,37.52,82.76,1673.47,3,2,43.4
157,13,25,5.57,28.77,52.54,2042.95,5,1,40.0
150,71,107,6.14,14.82,71.36,328.55,1,5,0.0
142,89,63,8.09,30.44,66.83,1158.09,6,6,6.500000000000001
129,36,100,8.09,39.97,58.32,1283.59,3,1,11.5
36,76,61,7.24,33.64,79.99,617.62,1,5,43.0
151,26,98,7.94,23.4,32.42,871.4,6,1,8.7
114,61,92,4.86,34.43,84.75,862.68,5,0,11.7
86,80,80,7.96,32.33,73.08,2469.05,6,6,19.2
47,66,85,5.78,12.66,81.82,2124.22,4,5,33.1
124,39,119,5.21,37.77,31.02,2783.7,6,1,4.4999999999999964
135,81,33,5.46,36.52,35.09,1067.7,1,2,23.0
78,80,67,6.17,27.72,42.35,2668.65,1,1,26.799999999999997
93,74,48,5.5,25.24,65.61,2618.64,0,2,31.7
49,25,78,5.78,16.83,35.55,1454.28,2,5,47.599999999999994
71,36,10,5.04,35.03,85.89,1963.24,1,1,64.9
38,83,80,5.68,22.96,74.92,1874.27,5,5,32.7
56,56,99,6.79,27.38,78.46,1061.92,1,5,27.799999999999997
126,23,97,6.27,15.1,65.03,933.8,1,1,17.499999999999996
55,11,70,5.89,16.41,67.86,673.09,6,5,53.2
87,48,57,7.49,39.56,43.26,2545.46,0,3,37.7
123,64,71,8.07,24.82,84.6,1693.88,2,6,16.5
140,35,90,7.53,34.47,68.94,1147.42,0,1,12.5
63,53,13,5.83,34.89,55.06,1627.98,3,2,61.0
52,78,89,7.48,39.45,82.9,425.65,5,5,26.4
129,47,109,5.11,39.49,81.83,496.75,3,0,4.599999999999998
109,89,78,5.02,23.71,30.03,2326.19,0,0,10.4
82,21,78,5.88,38.51,85.49,2723.48,0,1,38.89999999999999
91,26,61,7.73,20.96,51.81,1096.75,6,1,41.5
99,34,116,5.49,28.23,55.33,1345.69,5,1,14.699999999999998
53,73,55,4.75,34.65,35.12,1246.43,1,5,41.2
130,20,26,5.03,37.41,82.65,1541.32,2,1,45.6
46,27,114,7.93,25.72,62.35,1359.15,0,5,33.49999999999999
151,45,94,7.04,22.54,84.34,1281.47,2,3,4.599999999999999
125,12,39,5.51,31.86,76.85,2047.85,2,1,44.3
72,79,58,6.72,23.68,83.88,961.92,4,0,32.5
56,80,60,6.61,30.15,86.9,2839.38,6,5,36.2
119,18,42,7.12,34.13,83.15,1063.73,3,1,43.1
98,75,118,5.43,35.23,42.59,800.82,6,0,1.9000000000000004
132,56,96,7.96,17.63,34.21,2921.34,0,6,6.1999999999999975
89,59,67,5.74,27.14,67.22,840.65,4,2,29.8
109,73,115,7.28,10.75,39.3,1702.7,0,0,0.3999999999999986
139,56,102,4.56,33.93,81.79,1120.97,5,0,1.6999999999999993
44,84,115,5.99,13.75,86.85,416.93,2,5,16.599999999999998
46,76,48,5.91,36.15,37.28,2868.16,3,5,45.2
32,51,111,6.67,22.2,44.15,1247.94,5,5,31.699999999999996
106,58,80,4.79,15.02,67.51,2005.49,6,0,19.799999999999997
118,39,46,7.66,33.87,73.52,2614.31,3,1,35.5
107,17,80,5.37,16.01,60.74,1748.36,0,1,31.799999999999997
159,46,24,7.21,21.83,52.14,2195.99,0,2,29.900000000000002
73,17,70,7.71,27.01,48.36,2396.9,6,1,46.0
39,72,102,6.75,20.8,69.96,1268.32,0,5,26.899999999999995
26,20,19,7.46,15.37,74.67,1960.57,5,5,79.6
109,67,29,7.15,22.18,47.33,776.68,1,2,36.6
113,43,118,5.92,14.33,49.56,354.94,6,4,6.999999999999998
149,48,18,7.74,31.57,57.6,2962.83,3,2,34.7
73,25,79,5.68,15.15,57.01,459.29,4,1,39.99999999999999
27,80,29,6.78,24.47,80.56,1400.42,2,5,57.3
138,13,73,7.48,26.81,56.21,388.73,0,1,26.499999999999996
147,55,94,6.02,38.35,88.7,2783.56,4,0,2.8
82,31,16,5.71,12.35,48.66,505.74,3,1,60.699999999999996
136,80,111,6.34,37.91,71.57,2402.22,5,3,0.0
128,22,73,7.77,16.25,75.54,2204.09,4,1,26.8
107,51,57,8.22,35.23,67.82,326.12,6,6,30.800000000000004
88,43,107,6.68,12.71,52.02,2219.55,5,3,18.899999999999995
143,22,56,7.15,39.66,45.44,2914.07,2,1,29.1
23,38,73,8.11,34.23,66.26,1658.82,5,5,53.5
125,56,76,4.89,11.89,69.52,1010.61,3,0,16.3
126,78,54,5.43,16.42,45.46,1725.92,6,0,18.2
40,20,26,7.34,26.46,50.19,538.82,6,5,72.6
105,72,60,7.79,25.71,81.72,2876.69,4,3,23.9
60,60,52,7.93,28.88,78.63,1222.93,1,6,44.2
97,69,75,6.16,23.91,41.03,1479.61,6,3,21.2
148,56,115,4.86,32.02,86.0,1323.91,6,0,0.0
70,13,85,6.25,20.45,67.68,277.99,3,1,42.099999999999994
137,16,22,5.42,15.29,59.81,296.19,2,1,46.3
43,40,111,5.66,11.01,42.05,1774.64,5,5,31.700000000000003
95,83,109,7.59,19.74,73.81,1606.51,1,3,3.9999999999999982
103,39,85,4.8,22.81,85.25,2962.19,0,1,24.4
56,38,36,7.81,29.77,33.9,937.06,6,5,58.4
103,52,99,6.21,34.19,61.24,1231.74,3,6,14.899999999999999
85,31,56,6.88,17.2,82.63,2966.01,4,1,43.800000000000004
33,57,49,4.86,24.8,87.15,334.07,3,5,54.4
107,57,78,5.85,17.01,34.33,1999.38,5,3,20.6
34,66,41,4.86,38.53,77.46,484.61,1,5,54.6
80,31,109,8.35,29.43,46.88,2849.92,3,1,24.1
117,36,54,7.73,30.34,62.49,1006.65,0,1,33.5
136,72,111,6.34,25.94,77.02,2479.47,4,3,0.0
155,13,89,5.39,18.45,62.71,2751.52,4,1,14.999999999999998
22,12,83,8.23,16.01,36.6,2571.64,2,5,57.599999999999994
94,49,46,5.88,29.7,65.43,1759.33,6,0,39.7
156,37,24,5.14,37.65,37.07,2925.57,1,1,33.5
34,24,84,6.75,16.39,50.85,2094.5,4,5,49.99999999999999
51,60,18,8.28,27.15,63.49,2401.21,4,5,60.5
30,35,91,4.52,25.88,89.48,883.54,0,5,45.1
150,44,106,5.45,29.25,73.62,1371.44,5,0,0.3999999999999986
45,89,64,8.25,27.63,48.2,1874.92,3,5,35.2
26,24,18,5.18,18.18,82.59,608.27,0,5,78.8
111,14,73,4.95,30.74,43.57,2904.04,1,1,34.3
58,55,50,6.78,18.18,53.04,507.18,5,5,47.099999999999994
23,33,24,7.95,29.59,68.82,2252.01,1,5,74.60000000000001
49,11,45,6.41,19.0,54.63,362.45,4,5,65.0
70,68,45,8.48,12.47,73.77,487.39,6,6,41.6
55,45,74,7.22,13.82,69.04,1945.33,3,5,41.4
114,54,37,4.8,35.02,70.04,1466.95,3,2,35.8
132,85,42,8.47,13.64,55.22,210.2,1,6,19.1
136,46,74,6.13,19.92,33.31,1302.26,0,3,16.799999999999997
79,66,63,5.65,18.63,82.36,900.25,4,4,32.3
70,21,15,6.73,11.74,34.44,2640.44,5,1,67.7
34,44,84,5.72,27.99,57.84,2182.65,2,5,43.99999999999999
110,31,57,4.85,33.96,48.12,2265.0,5,1,35.9
143,81,100,4.51,39.77,47.78,2862.66,3,0,0.0
103,36,78,6.3,38.08,43.6,2187.61,0,1,28.099999999999998
23,16,83,7.85,11.48,46.3,649.6,0,5,56.099999999999994
40,12,37,6.79,17.73,87.32,2824.47,2,5,70.6
110,13,25,8.5,22.36,88.32,516.7,1,1,54.099999999999994
88,17,116,5.65,36.25,64.26,739.3,4,1,23.1
157,54,35,5.62,20.8,61.48,998.41,4,2,23.7
69,86,59,5.14,27.11,32.9,690.28,5,0,30.9
29,82,63,5.16,29.79,78.22,251.3,6,5,42.5
109,29,101,5.64,18.94,40.23,1485.64,4,1,19.199999999999996
86,14,87,7.67,27.46,38.56,2126.31,1,1,36.2
39,55,22,8.12,11.53,55.44,1379.44,2,5,64.0
130,78,74,8.4,24.41,50.85,857.37,0,6,9.0
88,44,44,5.43,21.36,35.8,2672.13,3,0,43.8
44,74,88,8.03,20.67,38.88,1287.24,0,5,30.399999999999995
108,24,38,5.81,17.05,89.54,2548.87,3,1,46.2
73,26,40,4.95,34.53,74.09,699.8,6,1,55.3
31,85,21,7.98,36.46,65.91,1133.47,5,5,57.8
84,55,78,7.04,36.64,48.22,2449.83,6,1,28.1
86,70,119,5.16,21.88,55.71,285.25,2,0,6.599999999999998
152,52,41,6.22,17.77,67.68,2777.37,6,5,23.400000000000002
98,88,19,5.65,12.95,77.06,1310.36,2,2,37.6
151,87,14,7.45,30.17,86.78,2938.35,2,2,24.000000000000004
38,31,36,6.31,19.91,37.36,2163.81,5,5,65.9
100,18,48,8.46,18.3,41.5,2858.3,0,1,46.39999999999999
74,56,30,4.72,21.14,64.05,385.39,1,2,50.0
80,12,25,5.92,26.64,86.31,2221.64,4,1,63.4
120,61,38,6.43,14.86,57.15,2651.3,5,2,31.5
43,40,88,6.51,38.84,68.04,2965.18,2,5,40.9
73,22,111,5.76,31.98,47.62,293.53,2,1,28.1
100,11,80,7.42,11.4,78.7,432.8,2,1,35.7
38,87,91,8.0,19.2,66.32,2248.72,3,5,27.1
56,16,92,8.25,11.51,52.91,308.99,1,5,42.599999999999994
47,38,90,7.72,16.88,62.56,231.83,2,5,39.5
99,13,23,7.9,18.6,71.69,1726.2,4,1,58.2
90,13,50,6.7,31.54,42.81,1682.5,5,1,50.099999999999994
40,30,83,7.8,31.56,50.49,1917.8,3,5,46.8
54,54,98,5.71,11.36,45.03,239.43,0,5,29.399999999999995
129,37,50,6.09,27.64,87.61,1609.23,5,1,31.2
20,17,53,5.77,38.83,32.58,1002.71,3,5,68.7
111,51,82,6.37,28.85,33.39,2316.97,0,5,19.599999999999998
110,26,25,5.64,38.82,51.34,1174.98,4,1,50.2
89,18,33,8.35,21.42,62.28,1198.47,1,1,55.7
151,70,30,5.75,23.79,49.73,2031.85,3,2,22.7
20,78,68,4.89,24.86,81.42,2049.86,4,5,44.400000000000006
118,50,107,6.61,37.72,40.16,363.24,6,1,7.800000000000001
111,38,48,4.73,21.41,51.88,1952.81,2,1,37.099999999999994
101,85,80,4.94,39.5,59.28,2041.99,2,0,13.2
135,63,16,5.38,26.29,42.13,1481.07,2,2,35.2
144,41,37,6.36,16.54,47.41,2518.02,1,2,30.7
71,74,60,6.23,13.11,86.84,225.48,2,3,33.5
118,52,44,7.7,15.19,61.21,2911.45,6,5,32.4
72,78,67,7.46,11.18,82.18,1252.87,2,5,29.2
104,85,19,6.21,30.77,46.16,1867.96,6,2,36.7
99,89,47,5.83,25.51,66.74,296.11,1,3,25.8
75,25,41,5.77,32.14,75.79,2184.92,3,1,54.6
122,30,71,7.6,33.47,55.3,1722.36,4,1,27.0
106,42,107,4.71,37.94,67.48,2889.02,1,0,13.8
52,35,97,4.55,13.51,81.79,1383.09,5,5,36.099999999999994
42,12,59,7.68,15.58,38.45,2221.24,3,5,61.199999999999996
25,32,50,6.41,26.45,51.28,407.84,2,5,63.9
104,63,56,5.02,13.89,79.43,380.69,2,0,28.5
24,56,119,5.44,12.78,43.85,2857.22,5,5,29.4
96,45,114,8.23,29.99,63.37,909.25,1,6,13.099999999999998
102,44,11,7.94,31.74,56.28,2754.71,1,2,52.8
28,52,51,7.34,35.3,69.89,445.35,2,5,56.6
22,42,13,6.43,37.47,70.08,1985.67,3,5,76.6
65,14,10,6.58,23.27,64.71,1744.43,6,1,73.3
58,13,31,8.4,39.4,86.81,2905.3,0,5,67.3
32,67,20,8.36,11.14,40.52,1331.24,3,5,63.3
60,61,20,5.36,36.1,80.11,335.54,0,2,56.7
158,81,118,7.74,19.64,59.37,1527.42,0,1,0.0
60,84,23,5.29,37.65,69.71,2507.72,1,2,48.6
94,59,100,5.35,16.68,46.42,346.9,3,0,15.100000000000001
54,36,106,7.2,32.23,35.68,301.35,3,5,31.6
86,19,101,6.12,22.76,76.66,2500.9,6,1,29.1
151,71,96,8.23,21.44,45.11,2507.13,0,6,0.0
43,29,82,4.86,11.78,53.42,759.94,6,5,46.6
113,41,68,6.55,31.18,32.85,2040.93,4,3,27.599999999999998
115,57,27,8.17,15.26,69.01,379.96,5,2,38.6
132,58,70,8.12,23.89,71.25,2343.71,0,6,16.0
103,35,116,5.13,14.24,84.1,1054.55,6,1,13.200000000000001
75,44,33,5.97,28.13,83.46,845.43,6,2,52.099999999999994
23,37,36,6.98,16.93,72.31,2097.4,0,5,68.6
77,74,44,5.14,27.83,49.33,2752.36,2,0,38.1
81,35,77,8.37,38.4,52.48,316.21,2,1,35.400000000000006
154,67,31,8.16,37.63,52.9,602.46,6,2,22.3
156,15,20,5.17,16.01,37.78,916.04,4,1,41.7
41,59,80,4.98,12.98,86.84,2797.83,3,5,38.99999999999999
23,58,114,4.84,11.28,79.09,2656.05,4,5,31.1
147,67,67,8.14,34.86,38.72,2740.08,0,6,10.0
54,55,110,5.27,17.48,86.79,1259.44,1,5,24.299999999999997
52,30,107,6.17,18.52,80.59,848.57,2,5,33.599999999999994
154,34,85,6.3,16.79,85.13,736.65,2,1,10.6
124,72,13,6.9,35.2,47.14,2669.47,0,2,37.0
140,75,118,4.79,39.37,50.13,847.42,5,0,0.0
83,44,75,5.41,32.66,58.2,1686.35,5,0,32.9
140,89,74,8.23,34.71,43.45,1128.87,2,6,2.7000000000000006
37,89,27,8.13,28.62,57.93,1597.02,2,5,52.400000000000006
22,42,68,7.63,25.86,30.55,1168.15,3,5,54.599999999999994
78,59,32,4.58,31.65,82.65,1020.26,4,2,47.1
135,33,107,5.81,11.07,39.74,1396.5,2,1,7.800000000000001
58,32,13,7.01,11.84,60.05,1132.19,6,5,68.8
83,46,62,5.6,30.62,85.73,2551.14,6,0,37.5
100,72,115,8.14,20.05,79.26,1825.84,1,6,3.3999999999999986
79,65,118,7.04,24.67,76.57,693.27,4,3,10.6
124,72,92,4.79,33.46,66.33,860.65,6,0,5.399999999999999
128,28,49,8.14,27.31,56.18,349.95,0,1,34.6
24,30,115,8.33,34.16,56.76,1039.13,6,5,38.8
65,48,49,4.81,22.57,35.22,2074.65,5,0,47.5
151,81,60,6.63,18.62,33.89,712.28,2,0,7.4
33,35,114,5.71,17.05,80.61,477.77,3,5,35.0
30,60,18,6.07,13.95,54.52,1098.84,4,5,66.8
41,69,32,5.22,11.1,33.24,1915.06,6,5,55.199999999999996
125,87,22,6.81,11.59,69.78,1523.78,6,2,28.6
24,15,10,8.33,18.13,71.0,1130.13,3,5,85.3
159,16,85,6.51,18.35,43.65,2672.26,5,1,14.5
98,69,19,4.83,21.45,54.64,1511.96,2,2,43.3
43,70,36,6.98,27.75,64.41,1474.13,6,5,52.7
32,14,28,5.86,32.78,65.78,288.64,1,5,76.0
115,17,113,7.92,15.93,60.67,1990.16,2,1,16.199999999999996
45,42,105,6.24,32.78,51.85,1486.17,5,5,32.9
59,66,31,5.27,14.17,34.13,606.22,4,5,51.1
45,21,98,5.26,39.66,31.34,882.47,5,5,42.0
49,46,20,7.58,18.55,57.57,766.62,6,5,64.5
83,24,84,5.56,35.12,42.18,541.88,0,1,35.3
130,26,99,7.57,15.71,86.31,1419.52,6,1,14.599999999999998
92,46,25,5.32,38.52,68.43,1217.2,2,2,49.599999999999994
107,60,38,5.79,34.8,65.13,1208.34,1,2,35.7
143,38,39,6.36,20.78,54.39,904.28,2,1,31.1
156,12,20,8.27,22.64,49.77,1421.99,2,1,42.599999999999994
147,84,66,8.23,10.12,40.79,1733.06,0,6,5.300000000000001
57,35,74,5.33,17.54,33.61,1912.2,2,5,43.8
90,54,15,5.93,18.68,68.07,815.51,1,2,51.8
159,15,86,5.1,23.58,76.75,2237.96,3,1,14.4
55,63,100,6.54,14.17,81.47,275.68,0,5,25.6
141,28,116,6.34,24.36,73.46,2301.23,0,1,3.9000000000000004
30,22,44,8.1,30.05,83.82,992.31,1,5,67.8
147,66,106,8.22,21.14,88.97,1236.0,1,6,0.0
46,82,68,6.03,16.97,87.7,1825.99,3,5,35.4
93,66,23,6.47,26.43,65.53,1909.26,0,2,44.099999999999994
100,55,52,8.08,10.87,43.45,1379.23,2,6,33.7
126,21,55,7.73,20.23,36.38,2826.12,0,1,34.9
84,38,31,4.51,25.83,89.64,2603.31,2,1,52.0
146,74,69,5.78,20.08,48.5,830.1,5,1,7.4
53,58,115,6.19,20.36,32.04,1848.95,2,5,21.699999999999996
83,13,94,5.42,35.45,53.46,2218.76,0,1,34.599999999999994
36,86,11,5.3,38.02,74.89,807.44,0,5,60.0
124,37,78,4.65,34.82,83.45,251.66,3,1,21.5
108,59,24,7.07,12.97,58.65,2931.69,6,2,41.3
127,21,59,5.55,18.69,47.64,2883.38,0,1,33.0
158,27,93,4.71,31.34,76.7,1096.97,4,1,8.299999999999997
87,15,99,5.42,39.23,60.23,869.52,3,1,30.799999999999997
61,77,65,7.71,17.27,35.16,632.92,2,4,33.599999999999994
